,$\beta_1$,$\beta_2$,$\beta_3$,$\beta_4$
1098,0.30473760293331065,0.03315846520156036,0.10895655318425188,0.0007685356505395993
1099,0.307343753351581,0.03354795163648622,0.10912894193673196,0.0007619941198995359
1100,0.3078632837472559,0.03355934010006569,0.10896048711861184,0.0007730503169769116
1101,0.30858928327629753,0.0338643332355859,0.1093938043324409,0.0007565402062836143
1102,0.305926161402047,0.03328122662680018,0.1087938862053153,0.0007803906695679312
1103,0.3079217969115842,0.033691582198892914,0.10921217880291334,0.0007623088146837848
1104,0.3064879687823492,0.0331398609751635,0.10830686305833474,0.000798827595286858
1105,0.30468744862501,0.033277086842274754,0.10905623756117505,0.0007679592869772735
1106,0.30765256062045543,0.033623617853719014,0.10908286284371857,0.000769574652647949
1107,0.30765691550004587,0.03355315075837857,0.10908579276774794,0.0007635244794330454
1108,0.30590344268423036,0.03335627426337585,0.10899190031401437,0.0007708292738249511
1109,0.30481893483005124,0.033046405906339275,0.10856392590043189,0.0007864490784609419
1110,0.3085293457047691,0.03359324585388442,0.10879395252944794,0.0007798120501811465
1111,0.3090975230340945,0.03380857989004202,0.10917825732665629,0.0007644099158404874
1112,0.306542700356841,0.03357431610423092,0.10943433928539371,0.0007517233892498794
1113,0.30283461610871004,0.033245074391195326,0.10964151548721789,0.000743216838528792
1114,0.3069068566036549,0.03346518577037278,0.10895308860177791,0.000773457876485124
1115,0.3037333237803352,0.03287862907577699,0.10845124999414546,0.000793284542201103
1116,0.3067603042991343,0.033278589983065744,0.10854380595451348,0.000788687423354448
1117,0.3077367164072331,0.03330516935941364,0.10832152861165437,0.0008001460034306471
1118,0.3063228350763216,0.03333127371776586,0.10883662223528634,0.0007774275226880743
1119,0.3029397825294057,0.03286370141940535,0.1087406409487404,0.000777026811180731
